Unnamed: 0,PAYMENT TRANSACTIONS,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,CASH WITHDRAWAL,Unnamed: 28,Unnamed: 29,Unnamed: 30,Settlement Systems,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
,RBI Operated,,,,NPCI Operated,,,,,,,,,,,,,,,,Card Network Operated,,,,,,NPCI Operated,,,,CCIL Operated,,,,,
,RTGS,,NEFT,,AePS,,UPI,,IMPS,,NACH Credit,,NACH Debit,,NETC,,BBPS,,CTS,,Credit Card (At PoS and e-Commerce),,Debit Card (At PoS and e-Commerce),,Prepaid Payment Instruments (PPIs) Card (At PoS and e-Commerce),,NFS (through ATMs),,AePS (through micro-ATMs / BCs),,Government Securities Clearing,,Forex Clearing,,Rupee Derivatives (for all deals matched during the day),
,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val
2021-08-23 00:00:00,6.57666,453871.062499725,85.86669,79375.02824166899,0.74,17.17,1085.96,19805.16,115.34,10134.66,14.889999999999999,1357.43,27.75,1556.02,63.43,90.03,20.46,394.81,23.73,21261.17,83.482,3086.8862458999997,133.60797000000002,2471.1682234,6.86648,125.34631259999999,93.36,3583.88,29.82,752.46,0.05139,561398.751,0.058365,179511.52,0.00402,25965
2021-08-24 00:00:00,7.41449,415176.44336122397,111.21325,82915.931933063,0.76,17.9,1097.23,19853.25,114.94,10338.54,48.56,2840.71,16.54,1683.52,65.43,98.63,20.45,390.17,26.21,24092.06,43.74,1966.31,88.65,1590.31,6.85,126.59,94.57,3676.13,28.52,726.86,0.04917,562291.436,0.06655,175260.13,0.00207,12475
2021-08-25 00:00:00,7.18274,396839.19499820506,105.03651,86529.057855223,0.8,18.32,1139.74,20927.52,118.71,10575.76,120.71,3577.75,29.59,3111.22,66.77,101.14,19.51,366.07,26.07,23994.3,42.24,1811.47,89.94,1621.95,6.76,108.89,98.45,3811.02,30.2,769,0.04516,549698.6089999999,0.062865,175435.51,0.00553,39415
2021-08-26 00:00:00,6.99545,470985.21681348595,93.55974,104990.466890108,0.81,18.560000000000002,1113.96,19824.58,119.01,10287.39,58.82,2951.62,18.56,1687.19,67.69,104.1,19.1,366.1,23.71,22726.22,45.666309999999996,2092.8817291,89.60717,1614.0109243,6.101859999999999,83.22630419999999,93.39,3591.88,30.23,775.11,0.05141,577464.448,0.065475,180667.99,0.00394,20445
2021-08-27 00:00:00,7.94439,479572.95119193906,108.07445,108522.912058653,0.8500000000000001,19.96,1106.01,19367.36,122.4,10499.6,64.68,5682.65,5.51,1355.84,69.58,106.6,18.11,340.73,24,24103.13,44.2718,1858.3157213000002,91.01862,1621.5224097999999,6.61617,121.3468188,97.45,3794.88,29.77,763.63,0.04678,556375.284,0.068715,188779.09,0.00282,13635
2021-08-28 00:00:00,1.20771,10013.593053653,35.99287,14192.145684223002,0.86,20.729999999999997,1108.1,18119.46,116.72,9057.68,59.08,1600.3799999999999,45.54,1791.49,71.96,108.79,16.79,277.23,h,h,35.67946,1322.5965078,78.378,1352.0039742,5.85342,67.7636733,100.1,3953.91,28.16,730.47,h,h,h,h,h,h
2021-08-29 00:00:00,0.33558,3140.281452693,21.7371,4363.455608871,0.72,14.860000000000001,1067.33,14334.35,102.24,6006.93,36.91,348.51,1.25,132.46,69.54,106.48,13.75,184.79,h,h,33.39246,1036.0742042,70.63544,1115.8725368,5.8025,76.7430948,88.05,3079.8,20.54,484.19,h,h,h,h,h,h
2021-08-30 00:00:00,5.02718,405254.905205652,105.0003,94459.854205172,0.9400000000000001,20.84,1091.65,19281.64,124.28,10069.37,38.7,3021.57,17.87,1698.95,61.56,95.08,16.55,274.5,17.24,15039.04,79.26,3357.24,130.74,2448.99,6.49,80.1,95.37,3613.57,28.77,705.11,0.05056,548152.7930000001,0.054675,164936.68,0.00364,20840
2021-08-31 00:00:00,9.08667,617996.222280594,200.2101,161615.96180660801,0.87,21.03,1199.13,26124.77,136.11,14294.12,25.310000000000002,4117.41,7.68,1695.48,62.36,97.72,19.16,407.88,31.57,27655.39,42.490880000000004,2028.7959939,89.78920000000001,1686.895196,6.41305,98.8357154,103.99,4446.14,28.12,737.96,0.06163,543249.603,0.13751,1000188.26,0.00403,28270
Total  August 2021,166.52095999999995,10164295.644952945,3218.728609999999,2209817.8847055235,23.040000000000003,523.78,35555.45,639116.9500000001,3797.119370000001,320203.0432135,2798.3100000000004,108424.17000000003,876.8099999999998,84818.43,2011.99,3076.5899999999997,588.8399999999998,10307.41,588.6200000000001,533902.5399999999,1465.16596,60690.833911723006,3002.9801700000007,54203.890285145986,198.83513,3325.917122682,3307.7999999999997,132638.50000000006,1061.82,26830.110000000004,0.9643100000000002,10388816.163999999,1.482475,4599544.82,0.06404000000000001,374530
